 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
986,10,55,1690.631,769.692,0,136.541,5.268,32.303,217.512,1565.391,7.39E-12
987,10,56,1691.023,766.273,0,139.697,5.377,33.762,233.401,1727.842,0
988,10,57,1689.929,763.854,0,134.206,5.274,32.587,221.909,1618.428,0
989,10,58,1688.715,762.548,0,135.707,5.357,33.854,237.346,1792.302,0
990,10,59,1688.027,762.512,0,139.198,5.53,36.378,267.392,2130.62,0
991,10,60,1686.355,761.961,0,138.429,5.413,34.631,246.878,1907.134,0
992,10,61,1684.142,761.55,0,134.151,5.156,30.836,202.145,1415.739,1.28E-33
993,10,62,1682.548,762.283,0,138.507,5.209,31.271,204.526,1420.503,5.14E-19
994,10,63,1680.086,763.243,0,126.425,4.96,28.458,179.303,1223.035,0
995,10,64,1678.475,764.626,0,119.019,4.794,26.596,162.337,1078.417,6.363
996,10,65,1678.134,766.494,0,117.036,4.769,26.452,163.435,1132.598,5.01E-14
997,10,66,1679.111,767.959,0,118.348,4.841,27.44,174.85,1266.843,1.77E-13
998,10,67,1681.231,768.611,0,123.369,4.924,28.139,177.2,1212.887,0
999,10,68,1685.405,768.245,0,134.403,5.223,31.857,214.613,1561.986,0
1000,10,69,1691.485,766.609,0,139.647,5.399,34.188,239.494,1805.387,0
1001,10,70,1697.601,764.18,0,139.698,5.427,34.519,242.771,1836.239,0
1002,10,71,1703.058,761.583,0,146.05,5.506,35.545,253.879,1951.828,0
1003,10,72,1708.248,758.764,0,144.572,5.473,35.043,247.47,1874.807,0
1004,10,73,1713.443,755.654,0,141.606,5.426,34.506,242.417,1830.057,1.60E-33
1005,10,74,1718.663,752.74,0,138.928,5.505,35.626,255.197,1965.728,1.07E-10
1006,10,75,1724.269,749.551,0,135.781,5.547,35.923,256.103,1955.512,1.03E-12
1007,10,76,1729.725,746.131,0,137.574,5.396,34.215,240.457,1821.787,2.27E-06
1008,10,77,1735.126,742.995,0,140.613,5.454,34.998,249.182,1914.587,0
1009,10,78,1740.636,740.57,0,141.791,5.422,34.445,241.815,1824.946,0.028
1010,10,79,1745.799,738.859,0,136.112,5.321,33.253,230.119,1715.105,0.001
1011,10,80,1750.04,738.56,0,138.872,5.346,33.404,230.516,1711.317,0.155
1012,10,81,1752.342,738.736,0,137.75,5.234,31.662,209.288,1472.945,4.59E-27
1013,10,82,1753.622,738.787,0,128.561,5.008,28.941,182.359,1221.286,0
1014,10,83,1753.905,738.934,0,118.255,4.821,26.973,165.455,1084.137,0
1015,10,84,1753.25,738.691,0,110.871,4.628,24.779,145.04,904.386,0
1016,10,85,1751.362,737.527,0,116.434,4.746,26.038,155.941,993.352,0
1017,10,86,1748.583,735.998,0,131.769,5.097,30.192,196.114,1360.405,2.66E-10
1018,10,87,1745.257,733.449,0,134.684,5.225,31.95,215.483,1559.101,4.08E-16
1019,10,88,1741.485,730.463,0,136.426,5.354,33.739,235.595,1771.005,1.25E-06
1020,10,89,1737.387,727.091,0,138.195,5.461,35.354,255.107,1990.704,2.41E-32
1021,10,90,1734.694,723.382,0,139.023,5.364,33.824,236.073,1771.83,2.25E-05
1022,10,91,1734.231,720.178,0,138.699,5.31,33.07,227.882,1690.729,1.79E-35
1023,10,92,1735.419,717.438,0,138.344,5.247,32.066,215.285,1545.189,0.144
1024,10,93,1737.952,714.925,0,137.803,5.234,31.924,214.127,1538.082,0.799
1025,10,94,1741.558,713.313,0,137.87,5.268,32.302,217.588,1567.075,1.90E-24
1026,10,95,1745.962,712.767,0,134.02,5.304,33.093,228.682,1700.912,3.35E-42
1027,10,96,1750.688,713.015,0,136.829,5.393,34.295,242.206,1846.391,0
1028,10,97,1755.131,713.963,0,137.906,5.369,33.886,236.605,1775.888,0
1029,10,98,1758.969,715.325,0,141.99,5.336,33.187,227.063,1663.212,0.001
1030,10,99,1762.067,716.174,0,132.428,5.105,30.329,197.9,1380.999,1.731
1031,10,100,1764.203,717.149,0,130.699,5.024,29.191,185.276,1251.598,0
1032,10,101,1765.333,717.235,0,119.019,4.758,26.161,156.969,1001.486,0
1033,10,102,1766.29,717.103,0,115.051,4.689,25.456,151.066,954.745,0
1034,10,103,1767.437,716.575,0,116.652,4.72,25.738,153.168,969.383,0
1035,10,104,1768.974,715.897,0,123.11,4.892,27.713,171.782,1135.329,0
1036,10,105,1770.408,714.759,0,123.908,4.877,27.432,168.181,1095.433,0
1037,10,106,1772.056,713.437,0,123.907,4.891,27.672,171.04,1125.395,0
1038,10,107,1774.009,711.393,0,124.136,4.9,27.801,172.481,1140.107,9.64E-04
1039,10,108,1776.478,709.407,0,126.277,4.911,27.834,172.009,1129.435,1.57E-29
1040,10,109,1778.993,707.743,0,126.748,4.946,28.442,180.867,1261.786,6.25E-15
1041,10,110,1781.327,706.287,0,128.099,4.97,28.775,185.01,1313.19,0
1042,10,111,1784.181,704.779,0,126.922,4.935,28.21,176.453,1177.511,0
1043,10,112,1786.86,703.276,0,126.353,4.94,28.279,177.298,1187.007,2.75E-21
1044,10,113,1788.945,701.917,0,124.938,4.939,28.315,178.216,1201.532,0
1045,10,114,1790.679,700.573,0,121.445,4.831,26.976,164.539,1068.855,0
1046,10,115,1791.792,698.991,0,120.388,4.831,27.089,166.384,1090.267,0
1047,10,116,1792.677,696.91,0,124.471,4.912,28.025,175.342,1171.675,0
1048,10,117,1793.05,694.068,0,135.183,5.183,31.312,207.918,1476.339,4.75E-33
1049,10,118,1793.917,690.42,0,141.049,5.389,33.964,235.794,1752.766,0
1050,10,119,1795.087,686.98,0,145.347,5.567,36.54,265.906,2081.85,1.36E-23
1051,10,120,1796.813,682.317,0,144.243,5.507,35.906,261.313,2065.022,0
1052,10,121,1799.016,677.457,0,142.07,5.447,35.09,253.897,2034.871,8.40E-26
1053,10,122,1802.126,673.656,0,145.144,5.425,34.448,241.359,1814.862,0.002
1054,10,123,1805.961,669.822,0,144.817,5.421,34.409,241.045,1811.969,1.13E-35
1055,10,124,1810.399,665.91,0,148.327,5.475,35.01,246.621,1861.732,0
1056,10,125,1814.853,661.593,0,141.031,5.343,33.451,231.045,1711.451,3.55E-37
1057,10,126,1819.132,657.343,0,139.575,5.297,32.851,224.803,1650.352,0
1058,11,87,1684.614,797.935,0,136.183,5.504,37.842,334.122,3930.797,4.20E-45
1059,11,88,1685.536,794.11,0,136.204,5.265,31.944,211.163,1483.004,1.25E-06
1060,11,89,1686.265,790.876,0,141.324,5.354,33.047,222.136,1584.746,2.41E-32
1061,11,90,1686.833,787.498,0,138.01,5.305,32.533,217.72,1549.598,2.25E-05
1062,11,91,1687.33,783.816,0,134.83,5.251,31.811,210.02,1472.916,1.10E-18
1063,11,92,1688.268,780.148,0,137.399,5.293,32.282,214.851,1521.495,0.144
1064,11,93,1689.289,776.034,0,137.202,5.22,31.436,206.346,1438.351,0.799
1065,11,94,1690.115,772.203,0,144.356,5.341,32.876,220.445,1569.662,0
1066,11,95,1691.175,767.863,0,144.217,5.369,33.321,226.031,1633.463,0
1067,11,96,1691.77,763.592,0,142.783,5.329,32.877,221.853,1595.676,0
1068,11,97,1692.286,758.965,0,143.263,5.345,33.137,225.575,1645.077,0
1069,11,98,1692.275,754.542,0,140.79,5.295,32.503,218.58,1569.216,0.001
1070,11,99,1692.364,750.043,0,143.283,5.319,32.837,222.487,1612.763,0
1071,11,100,1692.409,746.419,0,141.389,5.236,31.683,209.327,1471.911,1.68E-44
1072,11,101,1692.923,744.094,0,141.45,5.247,31.892,212.221,1506.856,7.35E-08
1073,11,102,1695.328,742.454,0,148.297,5.332,32.687,217.782,1537.296,0
1074,11,103,1698.082,740.917,0,153.414,5.552,35.889,255.152,1942.864,0
1075,11,104,1700.103,740.422,0,156.431,5.703,38.098,281.24,2230.692,0
1076,11,105,1701.618,740.841,0,153.261,5.615,36.903,268.12,2096.565,0
1077,11,106,1704.137,742.062,0,155.041,5.559,35.726,251.028,1883.286,0
1078,11,107,1707.007,743.394,0,151.321,5.444,34.217,235.295,1734.521,0
1079,11,108,1710.231,745.145,0,146.585,5.387,33.627,230.366,1693.58,0
1080,11,109,1713.382,746.728,0,142.535,5.406,34.021,235.438,1745.682,0
1081,11,110,1716.493,748.642,0,140.719,5.518,35.202,245.073,1813.832,0
1082,11,111,1719.61,750.786,0,143.456,5.598,35.944,250.519,1848.82,0
1083,11,112,1722.494,752.71,0,145.63,5.54,35.488,247.968,1840.831,0
1084,11,113,1725.15,754.089,0,143.306,5.403,33.775,230.849,1681.239,0
1085,11,114,1727.578,755.857,0,148.966,5.513,35.04,242.738,1786.586,0
1086,11,115,1730.139,757.562,0,149.107,5.561,35.822,252.971,1911.755,0
1087,11,116,1732.403,758.856,0,137.872,5.284,32.252,215.254,1535.852,0
1088,11,117,1735.024,759.948,0,131.264,5.174,31.028,204.696,1459.803,4.05E-22
1089,11,118,1738.124,761.21,0,131.587,5.193,31.099,203.16,1413.507,2.61E-14
1090,11,119,1741.396,762.377,0,138.673,5.373,33.195,223.017,1588.789,0
1091,11,120,1744.636,763.393,0,134.469,5.387,33.481,227.077,1638.548,8.70E-16
1092,12,112,754.27,1391.346,0,26.972,3.142,14.349,98.641,995.235,0
1093,12,114,754.333,1391.263,0,27.649,3.305,16.779,133.24,1513.958,0
1094,12,115,754.311,1391.003,0,27.891,3.38,18.705,172.952,2284.136,0
1095,12,116,754.365,1391.145,0,27.914,3.41,18.928,171.961,2200.381,0
1096,12,120,754.489,1390.472,0,28.06,3.819,26.819,310.994,4634.782,0
1097,12,121,754.323,1390.534,0,27.248,3.78,26.846,321.401,4945.307,0
1098,12,122,754.355,1390.573,0,27.725,3.574,22.903,252.399,3736.219,0
