 ,Label,Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
737,Step2 test1 3.2x0.63x-1.avi:3.36 s,121,1201.756,894.492,1201.756,894.492,16.049,9.6,171.415,0.885,84,1.672,0.598,0.92
738,Step2 test1 3.2x0.63x-1.avi:3.36 s,132,1618.053,1117.129,1618.053,1117.129,16.253,10.34,112.163,0.815,84,1.572,0.636,0.898
739,Step2 test1 3.2x0.63x-1.avi:3.36 s,112,299.732,1382.759,299.732,1382.759,20.163,7.072,103.177,0.228,84,2.851,0.351,0.41
740,Step2 test1 3.2x0.63x-1.avi:3.36 s,134,1424.873,1540.112,1424.873,1540.112,15.403,11.077,47.084,0.882,84,1.39,0.719,0.896
741,Step2 test1 3.2x0.63x-1.avi:3.36 s,188,596.718,1629.569,596.718,1629.569,18.603,12.867,44.334,0.876,84,1.446,0.692,0.919
742,Step2 test1 3.2x0.63x-1.avi:3.36 s,220,807.714,1684.164,807.714,1684.164,20.25,13.833,98.999,0.84,84,1.464,0.683,0.913
743,Step2 test1 3.2x0.63x-1.avi:3.36 s,153,738.716,1753.807,738.716,1753.807,14.539,13.399,114.553,0.955,84,1.085,0.922,0.933
744,Step2 test1 3.2x0.63x-1.avi:3.36 s,186,377.683,1896.973,377.683,1896.973,20.402,11.608,47.579,0.829,84,1.758,0.569,0.923
745,Step2 test1 3.2x0.63x-1.avi:3.36 s,128,1211.203,1925.492,1211.203,1925.492,16.325,9.983,129.23,0.82,84,1.635,0.612,0.908
746,Step2 test1 3.2x0.63x-1.avi:3.40 s,129,1401.616,771.12,1401.616,771.12,17.086,9.613,146.608,0.827,85,1.777,0.563,0.899
747,Step2 test1 3.2x0.63x-1.avi:3.40 s,178,1078.629,777.882,1078.629,777.882,19.209,11.799,175.758,0.845,85,1.628,0.614,0.925
748,Step2 test1 3.2x0.63x-1.avi:3.40 s,122,1206.443,895.139,1206.443,895.139,15.25,10.186,168.661,0.903,85,1.497,0.668,0.931
749,Step2 test1 3.2x0.63x-1.avi:3.40 s,131,1618.248,1118.431,1618.248,1118.431,15.759,10.584,108.896,0.921,85,1.489,0.672,0.929
750,Step2 test1 3.2x0.63x-1.avi:3.40 s,121,299.74,1382.938,299.74,1382.938,21.206,7.265,103.818,0.239,85,2.919,0.343,0.427
751,Step2 test1 3.2x0.63x-1.avi:3.40 s,122,1421.77,1543.041,1421.77,1543.041,13.353,11.633,47.774,0.857,85,1.148,0.871,0.9
752,Step2 test1 3.2x0.63x-1.avi:3.40 s,188,592.601,1634.463,592.601,1634.463,18.975,12.615,41.01,0.876,85,1.504,0.665,0.922
753,Step2 test1 3.2x0.63x-1.avi:3.40 s,212,805.92,1683.854,805.92,1683.854,19.025,14.188,121.69,0.888,85,1.341,0.746,0.91
754,Step2 test1 3.2x0.63x-1.avi:3.40 s,138,738.674,1753.37,738.674,1753.37,13.735,12.793,158.8,0.97,85,1.074,0.931,0.923
755,Step2 test1 3.2x0.63x-1.avi:3.40 s,180,373.794,1901.117,373.794,1901.117,19.789,11.582,51.264,0.812,85,1.709,0.585,0.905
756,Step2 test1 3.2x0.63x-1.avi:3.40 s,133,1214.425,1930.162,1214.425,1930.162,17.284,9.798,133.806,0.772,85,1.764,0.567,0.872
757,Step2 test1 3.2x0.63x-1.avi:3.44 s,116,1399.56,770.207,1399.56,770.207,14.555,10.147,157.863,0.838,86,1.434,0.697,0.869
758,Step2 test1 3.2x0.63x-1.avi:3.44 s,174,1072.316,777.132,1072.316,777.132,18.901,11.721,168.527,0.894,86,1.613,0.62,0.933
759,Step2 test1 3.2x0.63x-1.avi:3.44 s,120,1210.908,895.858,1210.908,895.858,14.466,10.562,165.086,0.941,86,1.37,0.73,0.923
760,Step2 test1 3.2x0.63x-1.avi:3.44 s,129,1618.64,1119.523,1618.64,1119.523,14.514,11.317,99.352,0.788,86,1.282,0.78,0.899
761,Step2 test1 3.2x0.63x-1.avi:3.44 s,127,299.823,1383.531,299.823,1383.531,21.824,7.409,105.292,0.226,86,2.946,0.339,0.412
762,Step2 test1 3.2x0.63x-1.avi:3.44 s,179,587.958,1639.83,587.958,1639.83,18.602,12.252,46.251,0.79,86,1.518,0.659,0.886
763,Step2 test1 3.2x0.63x-1.avi:3.44 s,185,803.343,1683.554,803.343,1683.554,17.471,13.482,144.568,0.881,86,1.296,0.772,0.916
764,Step2 test1 3.2x0.63x-1.avi:3.44 s,151,737.632,1751.368,737.632,1751.368,14.727,13.055,133.708,0.909,86,1.128,0.886,0.901
765,Step2 test1 3.2x0.63x-1.avi:3.44 s,178,369.697,1905.511,369.697,1905.511,19.368,11.702,46.261,0.848,86,1.655,0.604,0.906
766,Step2 test1 3.2x0.63x-1.avi:3.44 s,126,1217.413,1935.254,1217.413,1935.254,16.989,9.443,132.435,0.75,86,1.799,0.556,0.884
767,Step2 test1 3.2x0.63x-1.avi:3.48 s,104,1397.183,769.404,1397.183,769.404,14.17,9.345,169.09,0.731,87,1.516,0.659,0.829
768,Step2 test1 3.2x0.63x-1.avi:3.48 s,174,1066.282,776.098,1066.282,776.098,18.387,12.049,166.663,0.837,87,1.526,0.655,0.916
769,Step2 test1 3.2x0.63x-1.avi:3.48 s,116,1215.345,896.629,1215.345,896.629,14.476,10.203,157.332,0.815,87,1.419,0.705,0.889
770,Step2 test1 3.2x0.63x-1.avi:3.48 s,120,1619.775,1119.608,1619.775,1119.608,13.107,11.657,24.638,0.929,87,1.124,0.889,0.902
771,Step2 test1 3.2x0.63x-1.avi:3.48 s,131,300.042,1384.668,300.042,1384.668,23.32,7.152,109.834,0.21,87,3.261,0.307,0.428
772,Step2 test1 3.2x0.63x-1.avi:3.48 s,173,583.87,1644.604,583.87,1644.604,18.262,12.062,41.952,0.86,87,1.514,0.66,0.918
773,Step2 test1 3.2x0.63x-1.avi:3.48 s,184,800.886,1684.049,800.886,1684.049,17.155,13.656,162.875,0.914,87,1.256,0.796,0.922
774,Step2 test1 3.2x0.63x-1.avi:3.48 s,175,736.1,1748.723,736.1,1748.723,17.186,12.965,124.816,0.903,87,1.326,0.754,0.914
775,Step2 test1 3.2x0.63x-1.avi:3.48 s,155,365.958,1909.235,365.958,1909.235,18.372,10.742,46.312,0.792,87,1.71,0.585,0.893
776,Step2 test1 3.2x0.63x-1.avi:3.48 s,128,1220.219,1939.938,1220.219,1939.938,16.251,10.029,131.311,0.82,87,1.62,0.617,0.889
777,Step2 test1 3.2x0.63x-1.avi:3.52 s,107,1395.266,769.079,1395.266,769.079,14.982,9.093,170.679,0.732,88,1.648,0.607,0.833
778,Step2 test1 3.2x0.63x-1.avi:3.52 s,174,1059.885,775.149,1059.885,775.149,18.943,11.695,166.56,0.768,88,1.62,0.617,0.89
779,Step2 test1 3.2x0.63x-1.avi:3.52 s,108,1219.306,897.037,1219.306,897.037,13.751,10,161.168,0.95,88,1.375,0.727,0.947
780,Step2 test1 3.2x0.63x-1.avi:3.52 s,122,1621.172,1120.393,1621.172,1120.393,14.85,10.461,173.09,0.918,88,1.42,0.704,0.91
781,Step2 test1 3.2x0.63x-1.avi:3.52 s,136,300.243,1385.103,300.243,1385.103,24.006,7.213,110.254,0.231,88,3.328,0.3,0.441
782,Step2 test1 3.2x0.63x-1.avi:3.52 s,189,579.923,1650.003,579.923,1650.003,18.365,13.103,46.82,0.889,88,1.402,0.713,0.924
783,Step2 test1 3.2x0.63x-1.avi:3.52 s,189,797.765,1684.828,797.765,1684.828,16.929,14.215,178.71,0.962,88,1.191,0.84,0.94
784,Step2 test1 3.2x0.63x-1.avi:3.52 s,180,733.444,1745.278,733.444,1745.278,18.246,12.561,129.513,0.938,88,1.453,0.688,0.947
785,Step2 test1 3.2x0.63x-1.avi:3.52 s,128,362.398,1912.117,362.398,1912.117,16.722,9.746,45.202,0.811,88,1.716,0.583,0.886
786,Step2 test1 3.2x0.63x-1.avi:3.52 s,128,1223.273,1944.906,1223.273,1944.906,16.79,9.707,131.783,0.842,88,1.73,0.578,0.901
787,Step2 test1 3.2x0.63x-1.avi:3.56 s,115,1394.352,769.222,1394.352,769.222,15.945,9.183,168.533,0.729,89,1.736,0.576,0.842
788,Step2 test1 3.2x0.63x-1.avi:3.56 s,173,1053.361,773.916,1053.361,773.916,19.302,11.412,163.536,0.806,89,1.691,0.591,0.92
789,Step2 test1 3.2x0.63x-1.avi:3.56 s,110,1223.618,897.473,1223.618,897.473,13.588,10.307,155.56,0.877,89,1.318,0.759,0.913
790,Step2 test1 3.2x0.63x-1.avi:3.56 s,121,1622.07,1122.409,1622.07,1122.409,15.717,9.802,148.734,0.874,89,1.603,0.624,0.903
791,Step2 test1 3.2x0.63x-1.avi:3.56 s,142,300.38,1385.113,300.38,1385.113,24.59,7.353,109.603,0.226,89,3.344,0.299,0.447
792,Step2 test1 3.2x0.63x-1.avi:3.56 s,103,1412.51,1555.481,1412.51,1555.481,12.322,10.643,7.686,0.678,89,1.158,0.864,0.821
793,Step2 test1 3.2x0.63x-1.avi:3.56 s,183,576.91,1655.227,576.91,1655.227,18.395,12.667,53.355,0.808,89,1.452,0.689,0.895
794,Step2 test1 3.2x0.63x-1.avi:3.56 s,189,794.198,1685.616,794.198,1685.616,16.626,14.474,4.13,0.853,89,1.149,0.871,0.9
795,Step2 test1 3.2x0.63x-1.avi:3.56 s,181,730.423,1741.539,730.423,1741.539,19.288,11.948,129.345,0.891,89,1.614,0.619,0.928
796,Step2 test1 3.2x0.63x-1.avi:3.56 s,100,360.42,1914.21,360.42,1914.21,14.463,8.803,38.619,0.797,89,1.643,0.609,0.87
797,Step2 test1 3.2x0.63x-1.avi:3.56 s,123,1226.785,1950.053,1226.785,1950.053,16.141,9.703,133.244,0.864,89,1.664,0.601,0.904
798,Step2 test1 3.2x0.63x-1.avi:3.60 s,109,1392.417,768.647,1392.417,768.647,16.147,8.595,160.443,0.698,90,1.879,0.532,0.829
799,Step2 test1 3.2x0.63x-1.avi:3.60 s,179,1046.897,773.142,1046.897,773.142,19.855,11.479,165.117,0.815,90,1.73,0.578,0.904
800,Step2 test1 3.2x0.63x-1.avi:3.60 s,117,1227.927,897.423,1227.927,897.423,13.989,10.649,165.089,0.973,90,1.314,0.761,0.925
801,Step2 test1 3.2x0.63x-1.avi:3.60 s,126,1622.19,1123.77,1622.19,1123.77,16.831,9.532,135.631,0.829,90,1.766,0.566,0.9
802,Step2 test1 3.2x0.63x-1.avi:3.60 s,139,300.327,1384.96,300.327,1384.96,23.699,7.468,108.988,0.221,90,3.173,0.315,0.421
803,Step2 test1 3.2x0.63x-1.avi:3.60 s,119,1411.987,1557.66,1411.987,1557.66,13.125,11.544,58.194,0.836,90,1.137,0.88,0.895
804,Step2 test1 3.2x0.63x-1.avi:3.60 s,181,574.854,1658.992,574.854,1658.992,18.478,12.472,59.278,0.891,90,1.482,0.675,0.923
805,Step2 test1 3.2x0.63x-1.avi:3.60 s,199,790.802,1686.264,790.802,1686.264,17.001,14.904,160.597,0.957,90,1.141,0.877,0.936
806,Step2 test1 3.2x0.63x-1.avi:3.60 s,185,727.046,1737.419,727.046,1737.419,19.665,11.978,132.248,0.775,90,1.642,0.609,0.887
807,Step2 test1 3.2x0.63x-1.avi:3.60 s,134,1230.619,1955.09,1230.619,1955.09,16.404,10.401,131.315,0.859,90,1.577,0.634,0.908
808,Step2 test1 3.2x0.63x-1.avi:3.64 s,107,1390.36,767.388,1390.36,767.388,16.32,8.348,151.778,0.686,91,1.955,0.512,0.801
809,Step2 test1 3.2x0.63x-1.avi:3.64 s,176,1040.25,772.324,1040.25,772.324,19.771,11.334,163.574,0.802,91,1.744,0.573,0.903
810,Step2 test1 3.2x0.63x-1.avi:3.64 s,115,1231.926,897.535,1231.926,897.535,14.227,10.292,166.044,0.917,91,1.382,0.723,0.916
811,Step2 test1 3.2x0.63x-1.avi:3.64 s,126,1623.952,1125.746,1623.952,1125.746,15.097,10.627,130.726,0.875,91,1.421,0.704,0.903
812,Step2 test1 3.2x0.63x-1.avi:3.64 s,148,300.372,1384.912,300.372,1384.912,24.104,7.818,108.42,0.221,91,3.083,0.324,0.418
813,Step2 test1 3.2x0.63x-1.avi:3.64 s,126,1411.516,1560.04,1411.516,1560.04,14.062,11.409,76.837,0.896,91,1.233,0.811,0.91
814,Step2 test1 3.2x0.63x-1.avi:3.64 s,179,573.623,1661.941,573.623,1661.941,17.96,12.69,60.766,0.853,91,1.415,0.707,0.913
815,Step2 test1 3.2x0.63x-1.avi:3.64 s,190,787.395,1686.889,787.395,1686.889,17.01,14.222,0.177,0.967,91,1.196,0.836,0.943
816,Step2 test1 3.2x0.63x-1.avi:3.64 s,187,723.447,1734.703,723.447,1734.703,19.25,12.369,141.042,0.825,91,1.556,0.643,0.908
817,Step2 test1 3.2x0.63x-1.avi:3.64 s,136,1234.735,1959.794,1234.735,1959.794,16.263,10.648,128.737,0.895,91,1.527,0.655,0.919
818,Step2 test1 3.2x0.63x-1.avi:3.68 s,110,1388.864,766.691,1388.864,766.691,16.995,8.241,146.948,0.687,92,2.062,0.485,0.833
819,Step2 test1 3.2x0.63x-1.avi:3.68 s,172,1033.866,771.395,1033.866,771.395,19.397,11.29,167.961,0.827,92,1.718,0.582,0.901
820,Step2 test1 3.2x0.63x-1.avi:3.68 s,119,1236.861,898.92,1236.861,898.92,15.145,10.005,162.712,0.86,92,1.514,0.661,0.895
821,Step2 test1 3.2x0.63x-1.avi:3.68 s,129,1626.926,1128.88,1626.926,1128.88,15.2,10.806,128.391,0.872,92,1.407,0.711,0.912
822,Step2 test1 3.2x0.63x-1.avi:3.68 s,152,300.901,1385.862,300.901,1385.862,25.342,7.637,110.193,0.205,92,3.318,0.301,0.389
823,Step2 test1 3.2x0.63x-1.avi:3.68 s,126,1411.444,1562.31,1411.444,1562.31,13.73,11.685,91.756,0.921,92,1.175,0.851,0.91
824,Step2 test1 3.2x0.63x-1.avi:3.68 s,179,571.841,1665.109,571.841,1665.109,17.503,13.021,60.652,0.911,92,1.344,0.744,0.932
825,Step2 test1 3.2x0.63x-1.avi:3.68 s,183,783.784,1687.423,783.784,1687.423,16.811,13.86,175.533,0.953,92,1.213,0.824,0.934
826,Step2 test1 3.2x0.63x-1.avi:3.68 s,186,720.086,1734.215,720.086,1734.215,18.985,12.474,157.24,0.875,92,1.522,0.657,0.923
827,Step2 test1 3.2x0.63x-1.avi:3.68 s,134,1237.955,1963.485,1237.955,1963.485,16.572,10.295,131.811,0.849,92,1.61,0.621,0.893
828,Step2 test1 3.2x0.63x-1.avi:3.72 s,114,1388.167,766.553,1388.167,766.553,16.636,8.725,145.267,0.759,93,1.907,0.524,0.844
829,Step2 test1 3.2x0.63x-1.avi:3.72 s,173,1027.627,771.084,1027.627,771.084,19.668,11.2,169.868,0.813,93,1.756,0.569,0.911
830,Step2 test1 3.2x0.63x-1.avi:3.72 s,117,1243.321,901.004,1243.321,901.004,15.41,9.667,160.08,0.846,93,1.594,0.627,0.9
831,Step2 test1 3.2x0.63x-1.avi:3.72 s,125,1629.252,1132.468,1629.252,1132.468,14.834,10.729,132.49,0.914,93,1.383,0.723,0.909
832,Step2 test1 3.2x0.63x-1.avi:3.72 s,151,300.97,1385.93,300.97,1385.93,25.541,7.527,110.247,0.201,93,3.393,0.295,0.385
833,Step2 test1 3.2x0.63x-1.avi:3.72 s,119,1412.231,1564.744,1412.231,1564.744,13.113,11.555,111.312,0.933,93,1.135,0.881,0.912
834,Step2 test1 3.2x0.63x-1.avi:3.72 s,176,569.722,1668.938,569.722,1668.938,16.732,13.393,66.025,0.926,93,1.249,0.8,0.931
835,Step2 test1 3.2x0.63x-1.avi:3.72 s,187,780.163,1688.329,780.163,1688.329,17.046,13.968,178.818,0.92,93,1.22,0.819,0.93
836,Step2 test1 3.2x0.63x-1.avi:3.72 s,184,717.44,1735.467,717.44,1735.467,18.279,12.817,179.139,0.849,93,1.426,0.701,0.922
837,Step2 test1 3.2x0.63x-1.avi:3.72 s,133,1242.079,1967.801,1242.079,1967.801,16.507,10.259,129.859,0.83,93,1.609,0.622,0.899
838,Step2 test1 3.2x0.63x-1.avi:3.76 s,123,1387.207,766.012,1387.207,766.012,16.889,9.273,141.554,0.722,94,1.821,0.549,0.837
839,Step2 test1 3.2x0.63x-1.avi:3.76 s,180,1021.211,771.067,1021.211,771.067,19.406,11.81,173.066,0.846,94,1.643,0.609,0.916
840,Step2 test1 3.2x0.63x-1.avi:3.76 s,123,1249.15,902.858,1249.15,902.858,15.76,9.937,163.462,0.841,94,1.586,0.631,0.911
841,Step2 test1 3.2x0.63x-1.avi:3.76 s,129,1631.725,1136.291,1631.725,1136.291,15.273,10.754,126.118,0.882,94,1.42,0.704,0.905
842,Step2 test1 3.2x0.63x-1.avi:3.76 s,146,301.068,1385.966,301.068,1385.966,25.211,7.373,110.258,0.197,94,3.419,0.292,0.379
843,Step2 test1 3.2x0.63x-1.avi:3.76 s,118,1413.703,1566.763,1413.703,1566.763,13.154,11.421,115.542,0.925,94,1.152,0.868,0.908
844,Step2 test1 3.2x0.63x-1.avi:3.76 s,175,567.763,1673.134,567.763,1673.134,16.443,13.551,70.263,0.943,94,1.213,0.824,0.931
845,Step2 test1 3.2x0.63x-1.avi:3.76 s,189,776.045,1689.288,776.045,1689.288,16.537,14.552,1.81,0.994,94,1.136,0.88,0.955
846,Step2 test1 3.2x0.63x-1.avi:3.76 s,183,714.937,1737.937,714.937,1737.937,17.918,13.004,26.493,0.889,94,1.378,0.726,0.934
847,Step2 test1 3.2x0.63x-1.avi:3.76 s,129,1246.578,1971.516,1246.578,1971.516,15.943,10.302,134.65,0.882,94,1.548,0.646,0.915
848,Step2 test1 3.2x0.63x-1.avi:3.80 s,145,1386.859,763.452,1386.859,763.452,19.092,9.67,112.511,0.528,95,1.974,0.506,0.729
849,Step2 test1 3.2x0.63x-1.avi:3.80 s,178,1014.539,771.067,1014.539,771.067,19.166,11.825,174.847,0.845,95,1.621,0.617,0.925
850,Step2 test1 3.2x0.63x-1.avi:3.80 s,122,1254.451,904.336,1254.451,904.336,16.292,9.534,169.091,0.834,95,1.709,0.585,0.924
851,Step2 test1 3.2x0.63x-1.avi:3.80 s,135,1634.381,1140.359,1634.381,1140.359,15.562,11.046,131.339,0.949,95,1.409,0.71,0.931
852,Step2 test1 3.2x0.63x-1.avi:3.80 s,140,300.936,1385.586,300.936,1385.586,24.58,7.252,109.807,0.186,95,3.389,0.295,0.372
853,Step2 test1 3.2x0.63x-1.avi:3.80 s,126,1415.016,1568.548,1415.016,1568.548,14.009,11.452,124.783,0.988,95,1.223,0.817,0.94
854,Step2 test1 3.2x0.63x-1.avi:3.80 s,178,566.039,1677.624,566.039,1677.624,16.381,13.835,72.684,0.95,95,1.184,0.845,0.927
855,Step2 test1 3.2x0.63x-1.avi:3.80 s,193,772.236,1690.08,772.236,1690.08,16.771,14.653,20.356,0.959,95,1.145,0.874,0.941
856,Step2 test1 3.2x0.63x-1.avi:3.80 s,187,713.286,1741.58,713.286,1741.58,18.503,12.868,58.179,0.879,95,1.438,0.695,0.923
857,Step2 test1 3.2x0.63x-1.avi:3.80 s,133,1251.47,1974.974,1251.47,1974.974,16.471,10.281,135.219,0.821,95,1.602,0.624,0.917
858,Step2 test1 3.2x0.63x-1.avi:3.84 s,150,1386.367,763.107,1386.367,763.107,18.045,10.584,109.551,0.58,96,1.705,0.587,0.756
859,Step2 test1 3.2x0.63x-1.avi:3.84 s,191,1008.385,771.306,1008.385,771.306,19.883,12.231,179.486,0.825,96,1.626,0.615,0.91
860,Step2 test1 3.2x0.63x-1.avi:3.84 s,127,1259.831,905.894,1259.831,905.894,15.957,10.133,169.645,0.893,96,1.575,0.635,0.91
861,Step2 test1 3.2x0.63x-1.avi:3.84 s,129,1636.95,1144.771,1636.95,1144.771,15.696,10.464,132.91,0.872,96,1.5,0.667,0.89
862,Step2 test1 3.2x0.63x-1.avi:3.84 s,129,301.097,1385.5,301.097,1385.5,23.908,6.87,109.415,0.193,96,3.48,0.287,0.377
863,Step2 test1 3.2x0.63x-1.avi:3.84 s,125,1416.228,1570.572,1416.228,1570.572,13.764,11.563,132.151,0.929,96,1.19,0.84,0.916
864,Step2 test1 3.2x0.63x-1.avi:3.84 s,182,564.357,1681.516,564.357,1681.516,16.677,13.895,66.33,0.896,96,1.2,0.833,0.929
865,Step2 test1 3.2x0.63x-1.avi:3.84 s,192,767.922,1691.208,767.922,1691.208,17.232,14.186,13.088,0.932,96,1.215,0.823,0.934
866,Step2 test1 3.2x0.63x-1.avi:3.84 s,179,712.83,1745.936,712.83,1745.936,18.96,12.021,76.123,0.869,96,1.577,0.634,0.927
867,Step2 test1 3.2x0.63x-1.avi:3.84 s,128,1256.453,1977.828,1256.453,1977.828,16.168,10.08,135.565,0.865,96,1.604,0.623,0.905
868,Step2 test1 3.2x0.63x-1.avi:3.88 s,155,1385.887,762.242,1385.887,762.242,16.893,11.683,102.465,0.636,97,1.446,0.692,0.783
869,Step2 test1 3.2x0.63x-1.avi:3.88 s,186,1002.151,771.366,1002.151,771.366,19.947,11.873,1.679,0.855,97,1.68,0.595,0.928
870,Step2 test1 3.2x0.63x-1.avi:3.88 s,128,1264.289,907.234,1264.289,907.234,15.468,10.536,170.063,0.91,97,1.468,0.681,0.921
871,Step2 test1 3.2x0.63x-1.avi:3.88 s,138,1639.906,1149.493,1639.906,1149.493,16.513,10.641,130.304,0.843,97,1.552,0.644,0.896
872,Step2 test1 3.2x0.63x-1.avi:3.88 s,125,300.836,1384.812,300.836,1384.812,22.986,6.924,108.431,0.199,97,3.32,0.301,0.38
873,Step2 test1 3.2x0.63x-1.avi:3.88 s,115,1417.639,1572.439,1417.639,1572.439,13.473,10.868,116.325,0.891,97,1.24,0.807,0.885
874,Step2 test1 3.2x0.63x-1.avi:3.88 s,167,562.147,1685.231,562.147,1685.231,16.1,13.207,63.971,0.932,97,1.219,0.82,0.941
875,Step2 test1 3.2x0.63x-1.avi:3.88 s,195,763.592,1691.869,763.592,1691.869,17.658,14.06,7.998,0.888,97,1.256,0.796,0.915
876,Step2 test1 3.2x0.63x-1.avi:3.88 s,190,712.958,1750.637,712.958,1750.637,19.34,12.509,87.707,0.803,97,1.546,0.647,0.918
877,Step2 test1 3.2x0.63x-1.avi:3.88 s,128,1261.789,1980.844,1261.789,1980.844,16.094,10.126,138.515,0.842,97,1.589,0.629,0.905
878,Step2 test1 3.2x0.63x-1.avi:3.92 s,157,1385.978,762.494,1385.978,762.494,16.915,11.818,91.339,0.53,98,1.431,0.699,0.758
879,Step2 test1 3.2x0.63x-1.avi:3.92 s,182,995.797,771.874,995.797,771.874,19.492,11.888,5.005,0.829,98,1.64,0.61,0.905
880,Step2 test1 3.2x0.63x-1.avi:3.92 s,123,1268.923,908.606,1268.923,908.606,15.291,10.242,172.378,0.832,98,1.493,0.67,0.888
881,Step2 test1 3.2x0.63x-1.avi:3.92 s,150,1642.68,1154.133,1642.68,1154.133,17.285,11.049,129.024,0.871,98,1.564,0.639,0.904
882,Step2 test1 3.2x0.63x-1.avi:3.92 s,113,301.155,1384.889,301.155,1384.889,22.456,6.407,108.582,0.178,98,3.505,0.285,0.348
883,Step2 test1 3.2x0.63x-1.avi:3.92 s,105,1419.443,1574.148,1419.443,1574.148,12.3,10.869,118.395,0.953,98,1.132,0.884,0.921
884,Step2 test1 3.2x0.63x-1.avi:3.92 s,173,560.066,1688.766,560.066,1688.766,16.559,13.302,54.403,0.901,98,1.245,0.803,0.918
885,Step2 test1 3.2x0.63x-1.avi:3.92 s,193,758.889,1692.412,758.889,1692.412,17.884,13.74,6.935,0.852,98,1.302,0.768,0.915
886,Step2 test1 3.2x0.63x-1.avi:3.92 s,189,713.981,1755.14,713.981,1755.14,19.27,12.488,97.374,0.869,98,1.543,0.648,0.931
887,Step2 test1 3.2x0.63x-1.avi:3.92 s,132,1266.962,1983.523,1266.962,1983.523,16.22,10.361,141.39,0.869,98,1.565,0.639,0.917
888,Step2 test1 3.2x0.63x-1.avi:3.96 s,158,1386.051,762.722,1386.051,762.722,16.765,11.999,82.675,0.57,99,1.397,0.716,0.761
889,Step2 test1 3.2x0.63x-1.avi:3.96 s,182,989.67,772.44,989.67,772.44,19.031,12.177,2.546,0.821,99,1.563,0.64,0.912
890,Step2 test1 3.2x0.63x-1.avi:3.96 s,125,1273.156,910.276,1273.156,910.276,15.162,10.497,167.514,0.879,99,1.444,0.692,0.912
891,Step2 test1 3.2x0.63x-1.avi:3.96 s,144,1645.854,1158.5,1645.854,1158.5,16.829,10.895,131.228,0.889,99,1.545,0.647,0.914
892,Step2 test1 3.2x0.63x-1.avi:3.96 s,106,301.104,1384.453,301.104,1384.453,21.866,6.172,108.893,0.149,99,3.543,0.282,0.318
893,Step2 test1 3.2x0.63x-1.avi:3.96 s,104,1420.404,1575.798,1420.404,1575.798,12.04,10.998,116.529,0.974,99,1.095,0.913,0.92
894,Step2 test1 3.2x0.63x-1.avi:3.96 s,173,557.408,1691.396,557.408,1691.396,16.515,13.338,37.805,0.956,99,1.238,0.808,0.933
895,Step2 test1 3.2x0.63x-1.avi:3.96 s,188,754.521,1692.271,754.521,1692.271,17.778,13.465,5.915,0.896,99,1.32,0.757,0.926
896,Step2 test1 3.2x0.63x-1.avi:3.96 s,192,715.323,1758.823,715.323,1758.823,18.28,13.373,111.077,0.924,99,1.367,0.732,0.932
897,Step2 test1 3.2x0.63x-1.avi:3.96 s,133,1272.274,1986.831,1272.274,1986.831,16.321,10.376,140.45,0.875,99,1.573,0.636,0.911
898,Step2 test1 3.2x0.63x-1.avi:4.00 s,154,1385.786,762.377,1385.786,762.377,16.224,12.086,74.452,0.466,100,1.342,0.745,0.732
899,Step2 test1 3.2x0.63x-1.avi:4.00 s,177,983.342,772.353,983.342,772.353,18.956,11.888,0.331,0.851,100,1.595,0.627,0.908
900,Step2 test1 3.2x0.63x-1.avi:4.00 s,136,1277.735,912.199,1277.735,912.199,15.784,10.97,161.256,0.93,100,1.439,0.695,0.925
901,Step2 test1 3.2x0.63x-1.avi:4.00 s,139,1648.615,1162.766,1648.615,1162.766,16.752,10.565,129.498,0.849,100,1.586,0.631,0.885
902,Step2 test1 3.2x0.63x-1.avi:4.00 s,109,301.454,1384.693,301.454,1384.693,22.325,6.216,108.229,0.152,100,3.591,0.278,0.326
903,Step2 test1 3.2x0.63x-1.avi:4.00 s,113,1421.527,1576.792,1421.527,1576.792,12.407,11.596,105.126,0.952,100,1.07,0.935,0.919
904,Step2 test1 3.2x0.63x-1.avi:4.00 s,194,750,1692.299,750,1692.299,17.887,13.809,0.886,0.884,100,1.295,0.772,0.907
905,Step2 test1 3.2x0.63x-1.avi:4.00 s,175,553.946,1693.54,553.946,1693.54,17.312,12.871,36.854,0.882,100,1.345,0.743,0.921
906,Step2 test1 3.2x0.63x-1.avi:4.00 s,178,716.213,1762.022,716.213,1762.022,17.068,13.278,105.764,0.856,100,1.285,0.778,0.918
907,Step2 test1 3.2x0.63x-1.avi:4.00 s,133,1277.019,1989.868,1277.019,1989.868,17.092,9.908,143.731,0.843,100,1.725,0.58,0.92
908,Step2 test1 3.2x0.63x-1.avi:4.04 s,156,1385.756,762.301,1385.756,762.301,16.757,11.854,63.485,0.531,101,1.414,0.707,0.726
909,Step2 test1 3.2x0.63x-1.avi:4.04 s,178,976.927,772.382,976.927,772.382,18.998,11.93,176.575,0.856,101,1.592,0.628,0.91
910,Step2 test1 3.2x0.63x-1.avi:4.04 s,136,1282.191,914.324,1282.191,914.324,15.708,11.023,159.49,0.849,101,1.425,0.702,0.898
911,Step2 test1 3.2x0.63x-1.avi:4.04 s,131,1651.63,1166.714,1651.63,1166.714,15.386,10.841,123.218,0.83,101,1.419,0.705,0.894
