 ,Label,Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
1,Step2 test1 3.2x0.63x-1.avi:0.12 s,114,1101.781,893.053,1101.781,893.053,13.098,11.082,138.995,0.759,3,1.182,0.846,0.826
2,Step2 test1 3.2x0.63x-1.avi:0.12 s,134,997.299,1364.037,997.299,1364.037,13.53,12.61,11.396,0.794,3,1.073,0.932,0.859
3,Step2 test1 3.2x0.63x-1.avi:0.12 s,154,725.143,1510.299,725.143,1510.299,16.524,11.866,14.155,0.645,3,1.393,0.718,0.808
4,Step2 test1 3.2x0.63x-1.avi:0.12 s,100,995.53,1523.21,995.53,1523.21,13.043,9.762,115.087,0.896,3,1.336,0.748,0.901
5,Step2 test1 3.2x0.63x-1.avi:0.12 s,129,405.547,1734.492,405.547,1734.492,15.839,10.37,156.857,0.713,3,1.527,0.655,0.857
6,Step2 test1 3.2x0.63x-1.avi:0.16 s,114,772.982,877.526,772.982,877.526,14.969,9.697,21.072,0.858,4,1.544,0.648,0.894
7,Step2 test1 3.2x0.63x-1.avi:0.16 s,158,1102.665,890.063,1102.665,890.063,15.377,13.083,79.788,0.852,4,1.175,0.851,0.913
8,Step2 test1 3.2x0.63x-1.avi:0.16 s,111,1701.68,1222.5,1701.68,1222.5,14.144,9.992,148.297,0.835,4,1.415,0.707,0.917
9,Step2 test1 3.2x0.63x-1.avi:0.16 s,175,993.546,1366.38,993.546,1366.38,16.895,13.188,31.466,0.912,4,1.281,0.781,0.919
10,Step2 test1 3.2x0.63x-1.avi:0.16 s,121,1735.748,1414.087,1735.748,1414.087,14.265,10.8,154.55,0.932,4,1.321,0.757,0.949
11,Step2 test1 3.2x0.63x-1.avi:0.16 s,208,721.375,1513.24,721.375,1513.24,21.17,12.51,33.006,0.804,4,1.692,0.591,0.906
12,Step2 test1 3.2x0.63x-1.avi:0.16 s,116,998.267,1527.25,998.267,1527.25,15.105,9.778,120.544,0.838,4,1.545,0.647,0.892
13,Step2 test1 3.2x0.63x-1.avi:0.16 s,188,409.91,1734.84,409.91,1734.84,19.231,12.447,173.108,0.845,4,1.545,0.647,0.922
14,Step2 test1 3.2x0.63x-1.avi:0.20 s,115,778.37,876.761,778.37,876.761,15.718,9.316,14.829,0.851,5,1.687,0.593,0.906
15,Step2 test1 3.2x0.63x-1.avi:0.20 s,174,1104.414,885.575,1104.414,885.575,16.652,13.304,75.362,0.81,5,1.252,0.799,0.899
16,Step2 test1 3.2x0.63x-1.avi:0.20 s,121,1698.93,1221.946,1698.93,1221.946,14.459,10.655,154.896,0.91,5,1.357,0.737,0.91
17,Step2 test1 3.2x0.63x-1.avi:0.20 s,175,988.706,1368.866,988.706,1368.866,17.905,12.444,26.537,0.861,5,1.439,0.695,0.914
18,Step2 test1 3.2x0.63x-1.avi:0.20 s,129,1731.756,1413.205,1731.756,1413.205,15.293,10.74,159.63,0.882,5,1.424,0.702,0.931
19,Step2 test1 3.2x0.63x-1.avi:0.20 s,217,716.316,1517.21,716.316,1517.21,22.342,12.367,31.462,0.829,5,1.807,0.554,0.921
20,Step2 test1 3.2x0.63x-1.avi:0.20 s,120,1001.125,1532.317,1001.125,1532.317,15.122,10.104,119.86,0.843,5,1.497,0.668,0.899
21,Step2 test1 3.2x0.63x-1.avi:0.20 s,198,415.813,1734.47,415.813,1734.47,20.537,12.275,175.757,0.788,5,1.673,0.598,0.91
22,Step2 test1 3.2x0.63x-1.avi:0.24 s,103,1384.413,721.646,1384.413,721.646,14.896,8.804,149.25,0.753,6,1.692,0.591,0.858
23,Step2 test1 3.2x0.63x-1.avi:0.24 s,125,783.724,876.324,783.724,876.324,15.75,10.105,11.248,0.845,6,1.559,0.642,0.893
24,Step2 test1 3.2x0.63x-1.avi:0.24 s,178,1106.27,880.989,1106.27,880.989,16.493,13.741,74.985,0.885,6,1.2,0.833,0.93
25,Step2 test1 3.2x0.63x-1.avi:0.24 s,120,1699.033,1222.392,1699.033,1222.392,13.759,11.105,166.578,0.941,6,1.239,0.807,0.92
26,Step2 test1 3.2x0.63x-1.avi:0.24 s,173,983.754,1371.251,983.754,1371.251,17.716,12.433,21.444,0.88,6,1.425,0.702,0.925
27,Step2 test1 3.2x0.63x-1.avi:0.24 s,130,1727.3,1411.985,1727.3,1411.985,15.652,10.575,159.218,0.833,6,1.48,0.676,0.9
28,Step2 test1 3.2x0.63x-1.avi:0.24 s,215,711.272,1521.198,711.272,1521.198,22.312,12.269,34.175,0.767,6,1.819,0.55,0.9
29,Step2 test1 3.2x0.63x-1.avi:0.24 s,119,1003.954,1537.525,1003.954,1537.525,15.152,10,125.627,0.88,6,1.515,0.66,0.933
30,Step2 test1 3.2x0.63x-1.avi:0.24 s,193,422.386,1733.94,422.386,1733.94,20.222,12.152,176.613,0.834,6,1.664,0.601,0.908
31,Step2 test1 3.2x0.63x-1.avi:0.28 s,114,1383.798,721.474,1383.798,721.474,15.871,9.146,149.601,0.811,7,1.735,0.576,0.894
32,Step2 test1 3.2x0.63x-1.avi:0.28 s,176,1108.256,875.892,1108.256,875.892,16.919,13.245,74.245,0.839,7,1.277,0.783,0.914
33,Step2 test1 3.2x0.63x-1.avi:0.28 s,122,789.098,875.91,789.098,875.91,14.772,10.515,4.783,0.903,7,1.405,0.712,0.935
34,Step2 test1 3.2x0.63x-1.avi:0.28 s,105,1701.671,1223.319,1701.671,1223.319,11.852,11.28,130.195,0.984,7,1.051,0.952,0.921
35,Step2 test1 3.2x0.63x-1.avi:0.28 s,168,978.381,1373.065,978.381,1373.065,17.37,12.315,10.371,0.915,7,1.41,0.709,0.944
36,Step2 test1 3.2x0.63x-1.avi:0.28 s,125,1722.884,1411.028,1722.884,1411.028,15.302,10.401,156.113,0.823,7,1.471,0.68,0.89
37,Step2 test1 3.2x0.63x-1.avi:0.28 s,216,706.282,1525.491,706.282,1525.491,21.7,12.674,39.033,0.809,7,1.712,0.584,0.913
38,Step2 test1 3.2x0.63x-1.avi:0.28 s,120,1006.467,1542.933,1006.467,1542.933,15.232,10.031,122.605,0.79,7,1.519,0.659,0.876
39,Step2 test1 3.2x0.63x-1.avi:0.28 s,191,428.647,1733.081,428.647,1733.081,20.102,12.098,179.913,0.859,7,1.662,0.602,0.932
40,Step2 test1 3.2x0.63x-1.avi:0.32 s,182,1110.412,870.555,1110.412,870.555,17.395,13.321,65.31,0.926,8,1.306,0.766,0.941
41,Step2 test1 3.2x0.63x-1.avi:0.32 s,126,794.675,875.817,794.675,875.817,15.942,10.063,2.548,0.896,8,1.584,0.631,0.923
42,Step2 test1 3.2x0.63x-1.avi:0.32 s,116,1703.948,1225.612,1703.948,1225.612,14.955,9.876,126.801,0.815,8,1.514,0.66,0.879
43,Step2 test1 3.2x0.63x-1.avi:0.32 s,171,973.488,1374.699,973.488,1374.699,17.271,12.606,14.715,0.922,8,1.37,0.73,0.929
44,Step2 test1 3.2x0.63x-1.avi:0.32 s,126,1718.262,1409.794,1718.262,1409.794,15.398,10.419,155.756,0.75,8,1.478,0.677,0.881
45,Step2 test1 3.2x0.63x-1.avi:0.32 s,223,701.244,1529.729,701.244,1529.729,22.139,12.825,37.527,0.828,8,1.726,0.579,0.91
46,Step2 test1 3.2x0.63x-1.avi:0.32 s,126,1008.484,1548.413,1008.484,1548.413,15.507,10.346,119.834,0.862,8,1.499,0.667,0.903
47,Step2 test1 3.2x0.63x-1.avi:0.32 s,197,434.784,1731.881,434.784,1731.881,20.607,12.172,7.463,0.815,8,1.693,0.591,0.914
48,Step2 test1 3.2x0.63x-1.avi:0.36 s,184,1112.293,865.071,1112.293,865.071,18.028,12.995,63.264,0.906,9,1.387,0.721,0.934
49,Step2 test1 3.2x0.63x-1.avi:0.36 s,124,800.024,875.847,800.024,875.847,15.619,10.108,178.789,0.882,9,1.545,0.647,0.915
50,Step2 test1 3.2x0.63x-1.avi:0.36 s,166,967.916,1375.831,967.916,1375.831,17.36,12.175,10.78,0.886,9,1.426,0.701,0.922
51,Step2 test1 3.2x0.63x-1.avi:0.36 s,129,1713.888,1408.888,1713.888,1408.888,15.628,10.51,153.51,0.849,9,1.487,0.673,0.902
52,Step2 test1 3.2x0.63x-1.avi:0.36 s,209,696.318,1534.213,696.318,1534.213,21.345,12.467,41.399,0.792,9,1.712,0.584,0.901
53,Step2 test1 3.2x0.63x-1.avi:0.36 s,130,1010.115,1554.362,1010.115,1554.362,16.508,10.026,120.641,0.865,9,1.646,0.607,0.919
54,Step2 test1 3.2x0.63x-1.avi:0.36 s,198,441.121,1730.394,441.121,1730.394,20.349,12.389,10.901,0.819,9,1.643,0.609,0.915
55,Step2 test1 3.2x0.63x-1.avi:0.40 s,183,1114.025,859.724,1114.025,859.724,17.986,12.954,74.946,0.852,10,1.388,0.72,0.908
56,Step2 test1 3.2x0.63x-1.avi:0.40 s,126,805.516,876.333,805.516,876.333,15.385,10.428,173.226,0.896,10,1.475,0.678,0.91
57,Step2 test1 3.2x0.63x-1.avi:0.40 s,173,962.702,1376.662,962.702,1376.662,17.462,12.614,5.896,0.88,10,1.384,0.722,0.923
58,Step2 test1 3.2x0.63x-1.avi:0.40 s,130,1709.662,1408.246,1709.662,1408.246,15.265,10.843,166.013,0.889,10,1.408,0.71,0.932
59,Step2 test1 3.2x0.63x-1.avi:0.40 s,214,691.294,1539.43,691.294,1539.43,21.501,12.672,44.684,0.834,10,1.697,0.589,0.92
60,Step2 test1 3.2x0.63x-1.avi:0.40 s,122,1011.844,1560.246,1011.844,1560.246,15.816,9.822,117.448,0.892,10,1.61,0.621,0.917
61,Step2 test1 3.2x0.63x-1.avi:0.40 s,202,446.965,1728.866,446.965,1728.866,20.928,12.289,14.001,0.825,10,1.703,0.587,0.937
62,Step2 test1 3.2x0.63x-1.avi:0.44 s,179,1115.416,854.126,1115.416,854.126,18.444,12.357,77.163,0.834,11,1.493,0.67,0.909
63,Step2 test1 3.2x0.63x-1.avi:0.44 s,126,810.714,876.77,810.714,876.77,15.568,10.305,168.294,0.886,11,1.511,0.662,0.903
64,Step2 test1 3.2x0.63x-1.avi:0.44 s,108,1718.444,1234.278,1718.444,1234.278,14.861,9.253,168.315,0.738,11,1.606,0.623,0.84
65,Step2 test1 3.2x0.63x-1.avi:0.44 s,167,956.979,1377.787,956.979,1377.787,17.457,12.18,2.258,0.9,11,1.433,0.698,0.923
66,Step2 test1 3.2x0.63x-1.avi:0.44 s,131,1705.317,1408.431,1705.317,1408.431,15.43,10.81,170.016,0.896,11,1.427,0.701,0.913
67,Step2 test1 3.2x0.63x-1.avi:0.44 s,213,686.397,1544.223,686.397,1544.223,21.398,12.674,49.82,0.848,11,1.688,0.592,0.916
68,Step2 test1 3.2x0.63x-1.avi:0.44 s,124,1013.54,1565.629,1013.54,1565.629,16.118,9.795,120.97,0.816,11,1.646,0.608,0.886
69,Step2 test1 3.2x0.63x-1.avi:0.44 s,200,452.755,1727.76,452.755,1727.76,20.57,12.38,11.548,0.82,11,1.662,0.602,0.905
70,Step2 test1 3.2x0.63x-1.avi:0.48 s,105,1374.795,701.833,1374.795,701.833,13.982,9.562,108.683,0.858,12,1.462,0.684,0.901
71,Step2 test1 3.2x0.63x-1.avi:0.48 s,186,1116.634,848.812,1116.634,848.812,18.716,12.654,81.688,0.855,12,1.479,0.676,0.916
72,Step2 test1 3.2x0.63x-1.avi:0.48 s,121,816.26,877.417,816.26,877.417,15.267,10.091,162.271,0.885,12,1.513,0.661,0.906
73,Step2 test1 3.2x0.63x-1.avi:0.48 s,119,1722.559,1235.475,1722.559,1235.475,14.933,10.147,156.457,0.836,12,1.472,0.68,0.898
74,Step2 test1 3.2x0.63x-1.avi:0.48 s,171,951.173,1379.02,951.173,1379.02,17.914,12.154,2.514,0.922,12,1.474,0.678,0.937
75,Step2 test1 3.2x0.63x-1.avi:0.48 s,136,1700.941,1409.118,1700.941,1409.118,15.823,10.943,177.658,0.881,12,1.446,0.692,0.916
76,Step2 test1 3.2x0.63x-1.avi:0.48 s,215,682.267,1549.263,682.267,1549.263,21.855,12.525,50.406,0.838,12,1.745,0.573,0.923
77,Step2 test1 3.2x0.63x-1.avi:0.48 s,126,1015.611,1571.119,1015.611,1571.119,16.081,9.976,116.847,0.829,12,1.612,0.62,0.897
78,Step2 test1 3.2x0.63x-1.avi:0.48 s,207,458.471,1727.341,458.471,1727.341,20.973,12.567,7.668,0.831,12,1.669,0.599,0.924
79,Step2 test1 3.2x0.63x-1.avi:0.52 s,129,1373.422,700.469,1373.422,700.469,16.047,10.236,104.87,0.836,13,1.568,0.638,0.908
80,Step2 test1 3.2x0.63x-1.avi:0.52 s,181,1117.351,843.124,1117.351,843.124,18.537,12.433,83.684,0.871,13,1.491,0.671,0.919
81,Step2 test1 3.2x0.63x-1.avi:0.52 s,112,821.643,878.125,821.643,878.125,15.116,9.434,159.375,0.878,13,1.602,0.624,0.918
82,Step2 test1 3.2x0.63x-1.avi:0.52 s,126,1727.373,1237.579,1727.373,1237.579,15.358,10.446,155.738,0.829,13,1.47,0.68,0.913
83,Step2 test1 3.2x0.63x-1.avi:0.52 s,163,945.04,1380.488,945.04,1380.488,18.049,11.498,6.273,0.9,13,1.57,0.637,0.926
84,Step2 test1 3.2x0.63x-1.avi:0.52 s,140,1696.5,1410.043,1696.5,1410.043,15.522,11.484,177.148,0.907,13,1.352,0.74,0.915
85,Step2 test1 3.2x0.63x-1.avi:0.52 s,216,677.847,1554.106,677.847,1554.106,21.827,12.6,50.976,0.809,13,1.732,0.577,0.913
86,Step2 test1 3.2x0.63x-1.avi:0.52 s,123,1017.817,1576.614,1017.817,1576.614,15.961,9.812,118.854,0.832,13,1.627,0.615,0.891
87,Step2 test1 3.2x0.63x-1.avi:0.52 s,203,464.259,1727.283,464.259,1727.283,20.776,12.441,7.186,0.769,13,1.67,0.599,0.904
88,Step2 test1 3.2x0.63x-1.avi:0.56 s,140,1372.036,698.657,1372.036,698.657,16.812,10.603,109.596,0.842,14,1.586,0.631,0.909
89,Step2 test1 3.2x0.63x-1.avi:0.56 s,178,1117.865,837.882,1117.865,837.882,17.997,12.593,89.294,0.885,14,1.429,0.7,0.925
90,Step2 test1 3.2x0.63x-1.avi:0.56 s,115,827.161,878.352,827.161,878.352,15.527,9.43,160.465,0.876,14,1.646,0.607,0.92
91,Step2 test1 3.2x0.63x-1.avi:0.56 s,127,1732.413,1239.909,1732.413,1239.909,14.912,10.844,151.355,0.929,14,1.375,0.727,0.92
92,Step2 test1 3.2x0.63x-1.avi:0.56 s,170,939.2,1382.465,939.2,1382.465,18.497,11.702,9.418,0.845,14,1.581,0.633,0.926
93,Step2 test1 3.2x0.63x-1.avi:0.56 s,131,1692.179,1410.805,1692.179,1410.805,15.491,10.767,6.631,0.839,14,1.439,0.695,0.9
94,Step2 test1 3.2x0.63x-1.avi:0.56 s,216,673.94,1558.972,673.94,1558.972,21.258,12.937,48.732,0.842,14,1.643,0.609,0.923
95,Step2 test1 3.2x0.63x-1.avi:0.56 s,122,1020.582,1581.566,1020.582,1581.566,15.801,9.831,120.065,0.803,14,1.607,0.622,0.871
96,Step2 test1 3.2x0.63x-1.avi:0.56 s,201,470.674,1727.44,470.674,1727.44,20.684,12.373,5.934,0.807,14,1.672,0.598,0.901
97,Step2 test1 3.2x0.63x-1.avi:0.60 s,139,1370.817,697.047,1370.817,697.047,16.815,10.525,119.03,0.849,15,1.598,0.626,0.9
98,Step2 test1 3.2x0.63x-1.avi:0.60 s,185,1118.311,833.327,1118.311,833.327,17.875,13.178,94.491,0.87,15,1.356,0.737,0.932
99,Step2 test1 3.2x0.63x-1.avi:0.60 s,113,833.04,879.332,833.04,879.332,15.441,9.318,160.212,0.886,15,1.657,0.603,0.93
100,Step2 test1 3.2x0.63x-1.avi:0.60 s,126,1737.54,1242.23,1737.54,1242.23,14.633,10.963,149.982,0.886,15,1.335,0.749,0.9
101,Step2 test1 3.2x0.63x-1.avi:0.60 s,171,933.471,1384.442,933.471,1384.442,17.666,12.324,14.508,0.87,15,1.433,0.698,0.919
102,Step2 test1 3.2x0.63x-1.avi:0.60 s,132,1687.682,1412.348,1687.682,1412.348,15.115,11.12,12.295,0.928,15,1.359,0.736,0.917
103,Step2 test1 3.2x0.63x-1.avi:0.60 s,218,669.615,1563.89,669.615,1563.89,21.52,12.898,45.706,0.816,15,1.668,0.599,0.916
104,Step2 test1 3.2x0.63x-1.avi:0.60 s,127,1024.004,1586.531,1024.004,1586.531,16.083,10.054,120.018,0.859,15,1.6,0.625,0.91
105,Step2 test1 3.2x0.63x-1.avi:0.60 s,202,476.663,1727.465,476.663,1727.465,20.793,12.369,6.374,0.811,15,1.681,0.595,0.902
106,Step2 test1 3.2x0.63x-1.avi:0.64 s,133,1370.049,696.365,1370.049,696.365,15.819,10.705,114.217,0.8,16,1.478,0.677,0.905
107,Step2 test1 3.2x0.63x-1.avi:0.64 s,183,1119.008,829.473,1119.008,829.473,17.457,13.347,96.285,0.852,16,1.308,0.765,0.904
108,Step2 test1 3.2x0.63x-1.avi:0.64 s,122,839.066,880.016,839.066,880.016,15.883,9.78,164.408,0.834,16,1.624,0.616,0.894
109,Step2 test1 3.2x0.63x-1.avi:0.64 s,123,1742.297,1244.199,1742.297,1244.199,14.955,10.472,143.293,0.864,16,1.428,0.7,0.914
110,Step2 test1 3.2x0.63x-1.avi:0.64 s,168,927.69,1386.304,927.69,1386.304,17.925,11.933,14.033,0.893,16,1.502,0.666,0.946
111,Step2 test1 3.2x0.63x-1.avi:0.64 s,133,1683.335,1413.741,1683.335,1413.741,15.391,11.002,13.688,0.946,16,1.399,0.715,0.94
112,Step2 test1 3.2x0.63x-1.avi:0.64 s,218,665.023,1568.491,665.023,1568.491,21.127,13.138,40.703,0.833,16,1.608,0.622,0.916
113,Step2 test1 3.2x0.63x-1.avi:0.64 s,128,1027.43,1591.156,1027.43,1591.156,15.427,10.564,124.125,0.9,16,1.46,0.685,0.921
114,Step2 test1 3.2x0.63x-1.avi:0.64 s,201,482.838,1727.6,482.838,1727.6,20.429,12.527,2.442,0.807,16,1.631,0.613,0.91
115,Step2 test1 3.2x0.63x-1.avi:0.68 s,124,1369.137,696.395,1369.137,696.395,14.926,10.578,119.122,0.816,17,1.411,0.709,0.889
116,Step2 test1 3.2x0.63x-1.avi:0.68 s,173,1119.737,825.772,1119.737,825.772,16.565,13.298,96.561,0.901,17,1.246,0.803,0.911
117,Step2 test1 3.2x0.63x-1.avi:0.68 s,118,844.661,880.102,844.661,880.102,15.613,9.623,169.502,0.863,17,1.623,0.616,0.911
118,Step2 test1 3.2x0.63x-1.avi:0.68 s,126,1747.071,1246.786,1747.071,1246.786,15.726,10.202,137.388,0.862,17,1.542,0.649,0.9
119,Step2 test1 3.2x0.63x-1.avi:0.68 s,180,921.894,1388.522,921.894,1388.522,18.226,12.574,17.186,0.838,17,1.45,0.69,0.918
120,Step2 test1 3.2x0.63x-1.avi:0.68 s,131,1678.866,1415.531,1678.866,1415.531,15.42,10.817,18.504,0.839,17,1.426,0.701,0.903
121,Step2 test1 3.2x0.63x-1.avi:0.68 s,214,660.252,1573.107,660.252,1573.107,21.491,12.679,36.072,0.811,17,1.695,0.59,0.901
122,Step2 test1 3.2x0.63x-1.avi:0.68 s,127,1031.295,1595.917,1031.295,1595.917,16.056,10.071,122.771,0.893,17,1.594,0.627,0.917
123,Step2 test1 3.2x0.63x-1.avi:0.68 s,201,488.609,1727.863,488.609,1727.863,20.519,12.472,179.694,0.832,17,1.645,0.608,0.918
124,Step2 test1 3.2x0.63x-1.avi:0.72 s,124,1369.065,697.024,1369.065,697.024,14.65,10.777,121.52,0.848,18,1.359,0.736,0.889
125,Step2 test1 3.2x0.63x-1.avi:0.72 s,166,1120.825,822.813,1120.825,822.813,15.63,13.522,87.06,0.94,18,1.156,0.865,0.92
126,Step2 test1 3.2x0.63x-1.avi:0.72 s,116,850.94,880.612,850.94,880.612,15.379,9.603,174.621,0.763,18,1.601,0.624,0.885
127,Step2 test1 3.2x0.63x-1.avi:0.72 s,132,1751.811,1249.591,1751.811,1249.591,15.706,10.701,141.166,0.928,18,1.468,0.681,0.92
128,Step2 test1 3.2x0.63x-1.avi:0.72 s,175,916.323,1390.289,916.323,1390.289,18.172,12.261,11.476,0.899,18,1.482,0.675,0.938
129,Step2 test1 3.2x0.63x-1.avi:0.72 s,141,1674.387,1417.535,1674.387,1417.535,15.797,11.364,20,0.88,18,1.39,0.719,0.904
130,Step2 test1 3.2x0.63x-1.avi:0.72 s,219,654.993,1577.322,654.993,1577.322,22.306,12.5,32.504,0.748,18,1.784,0.56,0.898
